0.5597653,0.2152051,0.5993595,0.1846715,0.528459,0.1762191,0.6256195,0.2272205,0.4797911,0.187684,0.5648632,0.404085,0.3664105,0.3792549,0.5407578,0.6026269,0.3652313,0.5792514,0.4173085,0.4452729,0.546409,0.4945482,0.5268844,0.6004459,0.382528,0.5786044,0.6354663,0.7684041,0.3109549,0.765359,0.6588716,0.9670299,0.2413165,0.9528437,0.005460899,0.203929,0.03866022,0.240371,0.02072342,0.1908103,0.1116654,0.2077874,0.02004597,0.1879954,-0.02805965,0.2080861,-0.02368035,0.1675161,0.07348471,0.2248444,-0.1339279,0.1719202,-0.18411,0.3793274,-0.113535,0.2134427,-0.06447414,0.2016215,-0.05387967,0.1703409,0.01917075,0.1522121,-0.108729,0.1508271,0.1390948,0.1441204,-0.4208326,0.08024776,-0.4706424,0.882324,0.7918833,-0.6106724,-0.6261277,-0.7797205,0.525199,0.8509794,-0.9733563,0.2292979,0.9922635,0.1241502,-0.9922635,-0.1241502,-0.1205272,0.9927101,-0.005895943,0.9999827,-0.6172463,-0.78677,0.9058887,-0.4235159,-0.1898939,0.9818046,0.08058772,0.9967475,0.5429093,0.8397914,-0.3578655,0.9337732,0.1170266,0.9931288,-0.3481924,0.9374231,1,0,0
0.5563684,0.1054928,0.6002409,0.08150961,0.5200709,0.07110543,0.6279083,0.1231571,0.4784828,0.09886206,0.6103552,0.3104754,0.4114034,0.2900265,0.6473784,0.5070187,0.3814018,0.4877635,0.5200002,0.352828,0.5478637,0.3769013,0.5889526,0.5093269,0.4250859,0.4895579,0.6372081,0.7034182,0.3707718,0.6820416,0.6860463,0.8973637,0.3614902,0.8818262,-0.009892932,-0.2409119,0.0262589,-0.1851486,-0.03239852,-0.2187871,-0.03001327,-0.1408281,0.000318333,-0.1607656,0.09340414,-0.2499618,0.08474591,-0.1795718,0.2151799,-0.2685529,0.1177427,-0.174247,0.1090779,-0.1874169,0.02915009,-0.3224083,0.06417572,-0.2528633,0.1081798,-0.1810233,-0.07026824,-0.2137494,0.1549686,-0.1671235,0.1631109,-0.25618,0.2295401,-0.1620847,-0.2274454,0.9737909,0.8774523,-0.4796638,-0.7259502,-0.6877473,0.5533481,0.8329502,-0.8317619,0.5551326,0.9947593,0.1022446,-0.9947593,-0.1022446,0.1851162,0.9827167,-0.1500079,0.9886848,-0.6368911,-0.7709538,0.8323097,-0.5543109,-0.107013,0.9942576,0.06841256,0.9976571,0.2412775,0.9704561,-0.2715702,0.9624186,0.2441909,0.9697272,-0.04640833,0.9989226,0,1,0
0.5589396,0.2256041,0.5991801,0.1959274,0.5278088,0.1864776,0.6319491,0.2336924,0.4800404,0.2012482,0.5839903,0.426028,0.3861247,0.3968867,0.5810738,0.6260067,0.3736671,0.5964983,0.4584155,0.4680354,0.5417495,0.4881087,0.5458452,0.6223567,0.3969839,0.5965917,0.6669813,0.7814983,0.3159278,0.7794302,0.628156,0.9776936,0.2661147,0.9731275,-0.005449777,0.2491372,0.00936055,0.2674416,0.01120397,0.2347055,0.01363619,0.2638109,0.003623893,0.2134672,-0.06175307,0.2350247,-0.06001786,0.2227421,0.07439552,0.2458867,-0.03677762,0.2244515,0.02352743,0.2829955,-0.0821372,0.1470445,-0.09552753,0.2290328,-0.04229222,0.2219281,0.05061236,0.1357656,-0.1028422,0.1973085,-0.2064467,0.1171143,-0.2993737,0.1662165,-0.3694104,0.9292663,0.8048102,-0.5935323,-0.6226145,-0.7825287,0.6553805,0.7552989,-0.9553698,0.2954126,0.9893278,0.1457065,-0.9893278,-0.1457065,-0.01458228,0.9998937,-0.06228805,0.9980582,-0.6132917,-0.7898564,0.840412,-0.541948,-0.1907253,0.9816434,0.05429566,0.9985249,0.6056802,0.7957082,-0.4052802,0.9141926,-0.1941264,0.9809765,-0.2490657,0.9684866,1,0,0
0.5557606,0.10197,0.598775,0.07647972,0.5165173,0.07098669,0.6270083,0.1177457,0.4775293,0.1022907,0.6186379,0.3110514,0.4201846,0.2862267,0.6674929,0.5049926,0.4049384,0.4856447,0.5377344,0.3527996,0.5713683,0.3747346,0.5952562,0.50968,0.4332539,0.4857992,0.6304235,0.7065638,0.3866955,0.6803045,0.6699336,0.9026224,0.3812559,0.8802305,-0.01252048,-0.03093437,0.01482275,0.01352677,0.03324468,-0.09184887,-0.06208741,0.0696015,-0.02148342,-0.1564085,-0.2270291,-0.0987429,-0.2351864,-0.03606477,0.2939899,-0.2070073,0.1070773,-0.0005519007,0.4140392,-0.3119905,0.2413009,0.1929901,-0.2377698,-0.09999722,-0.2868123,-0.03247316,-0.2291098,-0.1015384,-0.04053205,0.03172057,0.2335496,-0.1771289,0.1718163,0.0410546,-0.1817465,0.9833454,0.8602896,-0.5098056,-0.7848656,-0.619666,0.5646647,0.8253204,-0.7797585,0.6260805,0.9922667,0.1241237,-0.9922667,-0.1241237,0.2442751,0.969706,-0.07623106,0.9970902,-0.6487927,-0.7609652,0.8321499,-0.5545508,-0.1169086,0.9931427,0.06534666,0.9978626,0.1758364,0.9844194,-0.2327919,0.9725266,0.1975506,0.9802927,-0.02719834,0.9996301,0,1,0
0.5674735,0.2578101,0.6029198,0.2225459,0.5290166,0.225856,0.6306365,0.2641606,0.4814951,0.2414032,0.5758728,0.4506143,0.3779793,0.4216634,0.6203806,0.6455991,0.3510252,0.6198388,0.5099196,0.4788706,0.5239134,0.5192919,0.5276394,0.644711,0.3864544,0.6214838,0.6466526,0.8054464,0.3098702,0.8062401,0.6582264,1.005111,0.1793381,0.9577701,0.01989745,0.1515107,0.01208116,0.1434603,-0.02492518,0.198318,0.03831583,0.1272292,-0.01383409,0.2382053,-0.02588452,0.182882,-0.01386318,0.08094867,-0.01176504,0.1797175,0.1151818,0.1031989,-0.2216084,0.2997117,0.1231485,0.1167641,-0.1088276,0.1642918,-0.08119015,0.08504067,-0.006518329,0.09375647,-0.1728532,0.04987836,0.3119588,0.1029025,-0.5738016,-0.2131137,-0.4527373,0.891644,0.7089248,-0.7052841,-0.7691398,-0.6390806,0.5543337,0.8322945,-0.9504285,0.3109432,0.9894676,0.1447543,-0.9894676,-0.1447543,0.2225387,0.9749238,-0.1347704,0.9908769,-0.552305,-0.8336422,0.8644409,-0.5027344,-0.241167,0.9704836,0.04237562,0.9991018,0.5950657,0.8036771,-0.3829207,0.9237812,0.05786927,0.9983242,-0.652661,0.7576501,1,0,0
0.5623615,0.09760857,0.6058402,0.07291847,0.5184683,0.07366313,0.6248831,0.1191501,0.4824986,0.1083933,0.6208689,0.3069631,0.4227035,0.2799358,0.660744,0.5029478,0.393522,0.4777954,0.5356626,0.3468881,0.5716054,0.3867663,0.5949482,0.5052763,0.436234,0.4794776,0.6296941,0.702235,0.38501,0.6728066,0.6523767,0.9009446,0.3807221,0.8727607,-0.06069705,-0.09479575,-0.07285072,-0.1168303,-0.1503992,0.04207142,0.04185769,-0.1562363,-0.0357996,0.1844705,0.2797788,0.09118643,0.301438,-0.1021345,-0.02152498,0.1645843,0.3732634,-0.09088293,0.1633594,0.007084103,0.4401418,0.03448822,0.1525322,0.0765932,0.2687709,-0.09978688,-0.08162227,0.1250556,0.2705883,-0.09930441,-0.1923488,0.1392407,0.1216075,-0.0997639,-0.2028763,0.9792044,0.8695745,-0.4938018,-0.8778646,-0.4789089,0.3808582,0.9246334,-0.7193922,0.6946041,0.9908269,0.1351368,-0.9908269,-0.1351368,0.1993754,0.9799231,-0.1459077,0.9892982,-0.625407,-0.7802987,0.8904172,-0.4551454,-0.1296037,0.9915659,0.06765231,0.997709,0.1737297,0.9847934,-0.2561196,0.9666451,0.113413,0.993548,-0.02143964,0.9997702,0,1,0
0.5654767,0.2445576,0.6054274,0.2144921,0.5308188,0.2085183,0.6371493,0.2531408,0.4838516,0.2256669,0.5900029,0.445141,0.3922411,0.4153036,0.6374247,0.6394377,0.3681204,0.6138438,0.7715816,0.4911073,0.5346777,0.503125,0.537676,0.6381745,0.4011173,0.6151066,0.6449002,0.8070027,0.3388817,0.8051769,0.686184,1.002695,0.2204407,0.9663344,-0.001474847,0.06149817,0.002830595,0.06691965,0.01276757,0.04539113,0.003347426,0.06649758,0.01036563,0.03928448,0.008342873,0.07859259,0.0114866,0.05383404,0.178939,0.06527559,-0.003889154,0.05219244,0.9248929,0.0337031,-0.01741048,0.03076213,-0.04130236,0.06765089,0.02537735,0.05339864,-0.02053668,0.05511723,0.09673803,0.08264516,0.1880556,0.05290068,-0.0983673,-0.006987918,-0.3717732,0.9283236,0.7990161,-0.6013098,-0.693157,-0.7207867,0.634438,0.7729738,-0.9393452,0.3429731,0.988809,0.1491872,-0.988809,-0.1491872,0.2371091,0.9714831,-0.1206037,0.9927008,0.6707848,-0.7416521,0.8327866,-0.5535942,-0.2616343,0.9651671,0.04438087,0.9990147,0.5361208,0.8441412,-0.3111781,0.9503517,0.206419,0.9784637,-0.5922049,0.8057874,1,0,0
0.560547,0.0958162,0.606472,0.07604521,0.5163962,0.0723491,0.6273705,0.1214683,0.4800364,0.1066707,0.6176758,0.3045226,0.4194169,0.2781901,0.6577855,0.5004594,0.3912664,0.4761991,0.5344042,0.3430521,0.5663843,0.3795878,0.5958041,0.5033231,0.4336894,0.4776802,0.6341509,0.6996125,0.3800958,0.6703658,0.6815037,0.893926,0.3702582,0.8701237,-0.1051458,-0.2109705,0.03016104,0.0225311,-0.2210668,-0.03453227,0.10003,-0.006840994,-0.1130295,0.09872826,0.1441336,-0.05035401,0.1656364,-0.243798,0.002835793,-0.01908555,0.3149945,-0.2200308,0.2758301,-0.2509425,0.283067,-0.2789234,0.117807,-0.05317349,0.1642423,-0.2436975,-0.06167,-0.01434202,0.2918828,-0.2061799,0.1484857,-0.06033159,0.008981596,-0.2113216,-0.210003,0.9777008,0.9185005,-0.3954199,-0.8830165,-0.469342,0.4179693,0.9084611,-0.7271947,0.6864312,0.9912946,0.1316625,-0.9912946,-0.1316625,0.2005482,0.9796838,-0.1407528,0.9900448,-0.6169063,-0.7870365,0.8755893,-0.4830563,-0.1093587,0.9940023,0.07136255,0.9974504,0.1917341,0.9814469,-0.2679685,0.9634277,0.2367636,0.9715673,-0.04918769,0.9987896,0,1,0
0.5656121,0.2576216,0.602477,0.2238433,0.5279002,0.2247915,0.638133,0.2588955,0.4800652,0.2393452,0.5881965,0.4573061,0.3904036,0.4276748,0.6480991,0.6481245,0.3520408,0.6239611,0.5098993,0.5035533,0.5217044,0.5180638,0.5495418,0.6535351,0.3929186,0.627659,0.667403,0.815117,0.3069096,0.8082205,0.7054397,1.011467,0.1908216,0.9710811,-0.003794517,0.05424698,-0.003953902,0.05407273,-0.01955454,0.07023489,0.05328565,0.01479388,-0.01363072,0.09663902,0.04410104,0.08706661,0.04688248,0.06649585,0.1107038,0.06958265,0.04595797,0.06631581,-0.7484978,0.176362,0.05260291,0.07676306,0.06616854,0.09177104,0.02782404,0.066986,0.09330411,0.07290918,0.03635122,0.07111637,0.4551941,0.09506556,-0.2803493,-0.05607174,-0.3815601,0.924344,0.7372988,-0.6755669,-0.7542369,-0.6566024,0.7131192,0.7010427,-0.9567006,0.2910739,0.988964,0.1481563,-0.988964,-0.1481563,0.2995133,0.9540921,-0.1918143,0.9814312,-0.6909989,-0.7228558,0.8483185,-0.5294863,-0.1932734,0.981145,0.01257494,0.999921,0.5893064,0.8079097,-0.4300451,0.9028074,0.1901832,0.9817486,-0.5804402,0.8143029,1,0,0
0.5546989,0.1046107,0.5982823,0.08010589,0.515695,0.07332662,0.6301642,0.1186227,0.4774286,0.1055086,0.6229727,0.3065249,0.4231691,0.2976632,0.6648024,0.5021017,0.3931276,0.4953941,0.5262682,0.3578509,0.5530317,0.3752664,0.5955176,0.5046315,0.4425229,0.4967246,0.6339167,0.7009107,0.3978809,0.6916786,0.6624717,0.8988618,0.3974589,0.8916782,-0.01555759,0.003350029,-0.0206247,-0.005762182,-0.01067391,-0.002782949,0.0107478,-0.03078662,-0.005982878,0.002832432,0.09753384,-0.1384639,0.07191066,0.1796526,-0.079031,-0.09690046,0.3503263,0.2311095,-0.1193607,-0.05865239,0.3730748,0.2611241,-0.02509932,-0.153718,0.1668938,0.1714496,-0.08894484,-0.1407388,0.2760444,0.1979047,-0.4593462,-0.07110045,0.1870857,0.1986107,-0.1581401,0.9874167,0.871668,-0.4900967,-0.7800781,-0.6256821,0.6376375,0.7703366,-0.765329,0.6436393,0.9990179,0.0443086,-0.9990179,-0.0443086,0.2091485,0.9778839,-0.1502079,0.9886544,-0.6926709,-0.7212538,0.7995209,-0.6006383,-0.1372757,0.9905329,0.09676903,0.9953069,0.1919955,0.9813958,-0.2232105,0.9747702,0.1427749,0.9897552,-0.002109855,0.9999978,0,1,0
